x_m,y_m,dod_before_m,dod_after_m,gully_mask
0.0,-45.0,0.05374805919459827,0.01719937894227145,0
1.004566210045662,-45.0,0.01091865663768212,0.0035012580351995912,0
2.009132420091324,-45.0,-0.011458915569783458,-0.0036820989695537025,0
3.013698630136986,-45.0,0.13287600102551864,0.04278462183541279,0
4.018264840182648,-45.0,-0.07172104495037801,-0.02314031322266998,0
5.0228310502283104,-45.0,0.027395554074789275,0.008856793891743228,0
6.027397260273972,-45.0,-0.05244891425860975,-0.016990228021552912,0
7.031963470319634,-45.0,-0.007871843599712073,-0.0025550413209969865,0
8.036529680365296,-45.0,0.007431919223133654,0.002416984182391892,0
9.041095890410958,-45.0,0.0422297859817546,0.013760548096385307,0
10.045662100456621,-45.0,-0.013059094758051119,-0.004263504204109952,0
11.050228310502282,-45.0,-0.018347404889842097,-0.006001473038488034,0
12.054794520547944,-45.0,-0.013954254890675394,-0.004573117442479044,0
13.059360730593607,-45.0,-0.05399763431505879,-0.017729475837278814,0
14.063926940639268,-45.0,0.03161549010458433,0.010399910095924187,0
15.068493150684931,-45.0,0.014066718539095417,0.004635793516906902,0
16.073059360730593,-45.0,0.021758433565752508,0.007183791506420394,0
17.077625570776256,-45.0,-0.003477150126654037,-0.0011501052853130878,0
18.082191780821915,-45.0,-0.009643897994504661,-0.0031955686850366712,0
19.08675799086758,-45.0,0.05878001691154257,0.01951192155996027,0
20.091324200913242,-45.0,0.051089323507850795,0.016989035955150944,0
21.0958904109589,-45.0,0.0707400293092194,0.0235648997545893,0
22.100456621004565,-45.0,0.01862971757479353,0.006216729985405624,0
23.105022831050228,-45.0,0.06763320473277096,0.022608134722982863,0
24.109589041095887,-45.0,-0.020804131986020706,-0.006966218979956957,0
25.11415525114155,-45.0,-0.010042589307066562,-0.003368447376793389,0
26.118721461187214,-45.0,0.05975503768409807,0.0200765452040061,0
27.123287671232877,-45.0,0.042171076913011946,0.014192321824518194,0
28.127853881278536,-45.0,-0.014522520345744827,-0.0048955222277738695,0
29.1324200913242,-45.0,-0.052312911800985545,-0.01766355980246677,0
30.136986301369863,-45.0,-0.010198210349623638,-0.0034490516742981775,0
31.141552511415522,-45.0,-0.034243422063851746,-0.011599878495989951,0
32.146118721461185,-45.0,0.08622517412443374,0.02925533762708546,0
33.150684931506845,-45.0,0.03800203217598755,0.012914181117651241,0
34.15525114155251,-45.0,-0.03829612886933829,-0.013034616714669196,0
35.15981735159817,-45.0,-0.05224954803325063,-0.01781162902118995,0
36.16438356164383,-45.0,-0.038915663689227775,-0.013286717138588647,0
37.1689497716895,-45.0,-0.027941261923316703,-0.009554454452995747,0
38.17351598173516,-45.0,-0.008335019689859719,-0.0028544844215721214,0
39.17808219178082,-45.0,0.05572732454404437,0.019113710385259167,0
40.182648401826484,-45.0,-0.048325844567650184,-0.01659994564079176,0
41.18721461187214,-45.0,0.1144768622423275,0.03938129844523145,0
42.1917808219178,-45.0,-0.047165011841432736,-0.016249204699267383,0
43.19634703196347,-45.0,-0.07045238655472995,-0.02430762436013508,0
44.20091324200913,-45.0,0.08441524126617356,0.029167362907547272,0
45.20547945205479,-45.0,0.0660627799918478,0.02285901607368985,0
46.210045662100455,-45.0,-0.009117439887814263,-0.0031593150022034664,0
47.214611872146115,-45.0,0.019066615756226327,0.0066161898994781575,0
48.219178082191775,-45.0,0.0203284559551007,0.0070639579842294384,0
49.22374429223744,-45.0,0.00683562143717793,0.0023786260540780636,0
50.2283105022831,-45.0,-0.06482397692352365,-0.022588293789183006,0
51.23287671232877,-45.0,-0.12409835913331263,-0.0433020605432696,0
52.23744292237443,-45.0,-0.04223630911617085,-0.01475769313609122,0
53.24200913242009,-45.0,0.09080772056854738,0.03177170722351268,0
54.24657534246575,-45.0,0.09277067513633282,0.032501923983422255,0
55.25114155251141,-45.0,-0.013091848224615444,-0.004592775824294075,0
56.25570776255707,-45.0,-0.047898211126183574,-0.01682538123866899,0
57.26027397260274,-45.0,0.013906060986469015,0.004891212442753008,0
58.2648401826484,-45.0,0.02194905977335128,0.0077301973274388055,0
