distance_from_head_m,ndvi_before,ndvi_after,manning_n_before,manning_n_after,velocity_reduction_pct,root_length_density_index,rainfall_runoff_index_RRI
0.0,0.22115521903658508,0.8177786371893975,0.030584501432580537,0.0781417434432008,44.097531714859024,124.17524839017,0.67790693797914
5.172413793103448,0.19206192940613764,0.761879215645547,0.028316632688229135,0.06304666058266582,39.18801005647664,118.97249093899923,0.8075686192854666
10.344827586206897,0.1856327660141022,0.7073237085611263,0.028418504974582898,0.07166151897334079,35.3780098344599,112.06728608594493,0.7975917723559834
15.517241379310345,0.21780893641857066,0.7199287747903456,0.029273395382865906,0.06772747049632256,33.066288903731405,112.66222272681587,0.8654711779294205
20.689655172413794,0.20212144225163045,0.6940590703451104,0.026240553406081082,0.05209239176505667,34.9638290435189,109.05934280994582,0.8663349752404718
25.862068965517242,0.20433417241764096,0.6705775178175741,0.02867337621699398,0.06092123683750811,29.51924932000813,101.15330419789791,0.8498497202591846
31.03448275862069,0.21809305670398427,0.6614201191876862,0.026743703858858613,0.049668913824822795,27.00039182686107,101.06566736744877,0.9152593796250809
36.20689655172414,0.19268979947506815,0.6320493875612402,0.030942530687491324,0.05593660476841464,26.061608049941082,100.07343620198587,0.9079718432847366
41.37931034482759,0.18485759136857685,0.6186160441885736,0.028837324160501436,0.0557904096670378,25.106899094346858,95.85784056416645,0.9145080174443344
46.55172413793103,0.2278869862030395,0.5693298560100178,0.029385452958305188,0.05211911341695358,23.698904022043653,87.44177621472839,0.9886740264004993
51.724137931034484,0.21498295733401313,0.6152659459779054,0.023921346122824483,0.04918459144393349,22.66819615807633,88.7411515998772,0.980634968397471
56.896551724137936,0.21260672891292576,0.5642504725071114,0.029413463850941277,0.04956714962225414,20.976291610135036,85.9842204048727,1.014554216185178
62.06896551724138,0.19664710982114905,0.5359900883875112,0.02764491853309849,0.04607317060294487,20.30359340838459,87.32512312421308,0.9530181861722808
67.24137931034483,0.2297853010356569,0.5388783971171375,0.025125683820913392,0.04564116572057382,17.713346050475838,91.08064622048069,0.9258567382857642
72.41379310344828,0.1911272066187486,0.5285713996014587,0.02818995868532591,0.04317062634378733,20.09609922511418,81.41776985998071,0.9588654488641795
77.58620689655173,0.18890494214891376,0.5113360334854392,0.02496342437919878,0.03974220646089972,15.19157269924224,75.24088070427362,0.8952827031866389
82.75862068965517,0.19591419724563927,0.5330079683492864,0.02922205716059441,0.04333830959958687,16.95581763932288,76.25725047321089,0.8879277253269627
87.93103448275862,0.21694772701869072,0.527586308676701,0.030867942075046142,0.043479009236854604,13.0941243802097,74.75641673006454,0.8870892569629983
93.10344827586206,0.19185051771331144,0.46008828126949947,0.02441886170576283,0.039800406048974404,10.97492166088906,75.05861254412632,0.8396893384082609
98.27586206896552,0.19563807358645996,0.4806397491718511,0.0279400366424923,0.036992849269518464,9.794719487413223,74.6550103699523,0.7998363906034724
103.44827586206897,0.20648136426792418,0.47420180061720507,0.027670218536600222,0.03544522267936674,11.981474510359545,73.31407583862803,0.7431799293267433
108.62068965517241,0.2124973241767414,0.4721892386547966,0.024020858061708502,0.030370522399209197,12.54687973183201,69.03481683684825,0.784613704721918
113.79310344827587,0.18746080631351653,0.5027418076827218,0.029833008011394622,0.03226308256396845,8.400981352510152,65.76986751737546,0.7178362951652021
118.96551724137932,0.2127319604356494,0.44571910443276697,0.02925142086980696,0.04192745631976208,8.177194681662211,68.63596303632805,0.7214736936562336
124.13793103448276,0.19905275906940187,0.48698413122172074,0.032052176899605066,0.03698879225289995,9.478250778360369,61.61864565848445,0.6936032809657687
129.31034482758622,0.19730776194041239,0.4469062433933935,0.028992334844162856,0.035371418085820346,8.338081166236602,61.35945592951834,0.6901634221914312
134.48275862068965,0.18395090140965265,0.47568936196296413,0.026242000515234308,0.037505476933855884,6.941142621675607,59.057720910821416,0.6312008017346492
139.6551724137931,0.22869806411413526,0.4327714455468476,0.02902867187827135,0.03472317296309111,5.411139146261286,52.04109297317842,0.611143660802895
144.82758620689657,0.2146560273303605,0.4254587392940269,0.03056961419836977,0.03779706484923013,7.3347173969613415,60.94995388742323,0.5740295790032538
150.0,0.18499406081133557,0.42887500650090604,0.02707026028346585,0.028087845000981854,7.420305785485473,57.911674029799684,0.578954956739508
