x_m,y_m,flow_depth_m,velocity_ms,shear_stress_Pa,froude_number,stream_power_Nms
0.0,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
1.004566210045662,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
2.009132420091324,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
3.013698630136986,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
4.018264840182648,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
5.0228310502283104,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
6.027397260273972,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
7.031963470319634,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
8.036529680365296,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
9.041095890410958,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
10.045662100456621,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
11.050228310502282,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
12.054794520547944,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
13.059360730593607,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
14.063926940639268,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
15.068493150684931,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
16.073059360730593,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
17.077625570776256,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
18.082191780821915,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
19.08675799086758,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
20.091324200913242,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
21.0958904109589,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
22.100456621004565,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
23.105022831050228,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
24.109589041095887,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
25.11415525114155,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
26.118721461187214,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
27.123287671232877,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
28.127853881278536,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
29.1324200913242,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
30.136986301369863,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
31.141552511415522,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
32.146118721461185,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
33.150684931506845,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
34.15525114155251,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
35.15981735159817,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
36.16438356164383,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
37.1689497716895,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
38.17351598173516,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
39.17808219178082,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
40.182648401826484,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
41.18721461187214,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
42.1917808219178,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
43.19634703196347,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
44.20091324200913,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
45.20547945205479,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
46.210045662100455,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
47.214611872146115,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
48.219178082191775,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
49.22374429223744,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
50.2283105022831,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
51.23287671232877,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
52.23744292237443,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
53.24200913242009,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
54.24657534246575,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
55.25114155251141,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
56.25570776255707,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
57.26027397260274,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
58.2648401826484,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
59.26940639269406,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
60.273972602739725,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
61.278538812785385,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
62.283105022831045,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
63.28767123287671,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
64.29223744292237,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
65.29680365296804,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
66.30136986301369,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
67.30593607305936,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
68.31050228310502,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
69.31506849315068,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
70.31963470319634,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
71.32420091324201,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
72.32876712328766,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
73.33333333333333,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
74.337899543379,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
75.34246575342465,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
76.34703196347031,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
77.35159817351598,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
78.35616438356163,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
79.3607305936073,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
80.36529680365297,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
81.36986301369862,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
82.37442922374429,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
83.37899543378995,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
84.3835616438356,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
85.38812785388127,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
86.39269406392694,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
87.39726027397259,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
88.40182648401826,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
89.40639269406392,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
90.41095890410958,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
91.41552511415524,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
92.42009132420091,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
93.42465753424656,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
94.42922374429223,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
95.4337899543379,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
96.43835616438355,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
97.44292237442922,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
98.44748858447488,-45.0,0.02,0.05,3.5316,0.11288091024643274,0.17658
