datetime,rainfall_mm,discharge_obs_m3s,discharge_sim_m3s,water_level_obs_m,water_level_sim_m,soil_moisture_obs,soil_moisture_sim,sed_conc_obs_mgL,sed_conc_sim_mgL
2024-06-01 00:00:00,0.0,0.14287208146415023,-0.005925530892981243,0.35526794458849253,0.1838123555233495,0.22148768536511126,0.1397942624995146,0.5,0.6407449021178424
2024-06-01 01:00:00,0.0,0.02,-0.1281494347075367,0.35756772422074107,0.34970290294005046,0.2186016269871372,0.21116374719998054,0.5,0.10693484307072532
2024-06-01 02:00:00,0.0,0.02,-0.09365656113626278,0.34437175440973855,0.34497369053466564,0.22413971460055648,0.20790869221542513,0.5,-0.539271001326466
2024-06-01 03:00:00,0.0,0.02,0.05981649898025415,0.3388025309302562,0.3433018553672049,0.2151452535331887,0.20324822630852096,0.5,-1.541217946507151
2024-06-01 04:00:00,0.0,0.02,0.06471427295955562,0.3668855080593529,0.33482194632731044,0.20837306675857917,0.19714366945838768,0.5,-0.36196729633678215
2024-06-01 05:00:00,0.0,0.02,0.01690849091986017,0.3573015605683615,0.34045313724557236,0.20897202147976554,0.19824446785859082,0.5,1.2689195506433164
2024-06-01 06:00:00,0.0,0.1778655349452189,0.14410533855374322,0.3650243196649015,0.3380769275876325,0.21352929141512092,0.19534939693060596,0.5,0.8672131161420232
2024-06-01 07:00:00,0.0,0.045384274415320336,0.15965675445884878,0.3752849228954492,0.35528800726662346,0.20868439516376222,0.2013672946646772,0.5,1.389342940802727
2024-06-01 08:00:00,0.0,0.02,0.029728741150990078,0.335666487836366,0.34463647120856056,0.2180995801944383,0.19879625524745947,0.5,1.2931106917100577
2024-06-01 09:00:00,0.0,0.02,0.0701557622338224,0.34320872882875325,0.32607335402772725,0.21230460334096163,0.2058038855962496,4.6875457027053065,2.882152173114485
2024-06-01 10:00:00,0.0,0.20852312704979256,0.22638827429328395,0.3610091983954816,0.3514756566636499,0.22880910359944343,0.1994378571215119,0.5,2.7528830630087673
2024-06-01 11:00:00,0.0,0.02,0.18080498205358833,0.34302442428472596,0.34634160847753953,0.20359877306771385,0.20729026520782304,0.5,0.013554384101784334
2024-06-01 12:00:00,0.0,0.02,-0.029131126300949325,0.36323617088023136,0.33901444671095593,0.2147117970591991,0.2028872514302944,0.5,-1.2339703750733415
2024-06-01 13:00:00,0.0,0.02,-0.08818691453222381,0.34867813453758484,0.33798535922625184,0.20618855485093893,0.2028179687484421,0.5,-0.54582759178799
